ra_simbad,dec_simbad,Identifier
16.518991605015334,-26.851722268350002,2MASS J16310837-2651062
16.793640509269334,-20.240815728130002,2MASS J16473710-2014268
10.795060583668,-55.17066195186,2MASS J10474221-5510143
10.986716746666666,-64.6358823,UCAC4 127-040152
11.24891107775,-71.02863674658,2MASS J11145608-7101430
11.730288299613333,-69.07311644712999,2MASS J11434903-6904232
11.814619727923334,-56.962245165000006,2MASS J11485263-5657441
12.221832307506666,-48.26634362031,2MASS J12131860-4815588
12.372777907152,-51.24058941762,2MASS J12222200-5114260
12.423729438041999,-53.899119365909996,2MASS J12252542-5353568
12.476606177812666,-49.80059685123,2MASS J12283577-4948021
12.587705229156,-49.331079690310006,2MASS J12351574-4919517
12.653634704318668,-54.48479901417,2MASS J12391307-5429052
12.728121011632666,-42.068235971440004,2MASS J12434124-4204055
13.470857266666666,-44.777142,2MASS J13281508-4446377
13.486008061709999,-47.9318451474,2MASS J13290963-4755545
13.747993173869999,-68.00922126413,2MASS J13445275-6800331
13.753665,-61.470818,2MASS J13451319-6128149
13.971702664595334,-45.067871858240004,2MASS J13581812-4504043
14.0300664,-41.007339,2MASS J14014823-4100264
14.030613303657335,-40.98988846708,2MASS J14015020-4059234
14.336698157536667,-49.28957809848,2MASS J14201211-4917224
14.704085987276667,-59.86238238228,2MASS J14421471-5951445
14.725904163328,-52.689284458859994,2MASS J14433325-5241213
14.953386422626,-31.13322629592,2MASS J14571217-3107596
15.044009199757333,-41.936255345439996,2MASS J15023844-4156105
15.059098464948667,-30.56211197931,2MASS J15033281-3033435
15.078380019126666,-30.31531567537,2MASS J15044217-3018552
15.182845333333333,-39.447252299999995,CD-38 10027
15.368729161854,-39.50393184527,2MASS J15220743-3930140
15.373470672472667,-33.62645914374,2MASS J15222449-3337352
15.384734857124666,-36.45817666912,2MASS J15230505-3627294
15.394827083902,-40.07931759608,2MASS J15234137-4004455
15.413170465838,-42.9664742575,2MASS J15244741-4257591
15.573034972222223,-25.2440925,CD-24 12167
15.617391282455333,-29.71198465505,2MASS J15370261-2942430
15.620051778309334,-26.74765041463,2MASS J15371218-2644516
15.622197637642667,-30.68753292115,2MASS J15371991-3041150
15.706627694417332,-46.429760287819995,2MASS J15422385-4625471
15.718531879273334,-46.71846456482,2MASS J15430669-4643064
15.727649241122,-29.150994015029998,2MASS J15433953-2909035
15.798820785977334,-23.00923405532,2MASS J15475575-2300331
15.818521482078,-18.21982022021,2MASS J15490667-1813113
15.993628755086666,-32.928204687539996,2MASS J15593706-3255414
16.03213335831333,-24.20917631322,2MASS J16015568-2412329
16.104074049217335,-44.220420130680004,2MASS J16061466-4413135
16.148441988538668,-41.81011483965,2MASS J16085438-4148364
16.257863702442666,-34.04219269277,2MASS J16152831-3402319
16.261861660134667,-29.01712102603,2MASS J16154270-2901016
16.301331974270667,-22.410963538889998,CD-22 11485
16.409490343218,-26.11018469771,2MASS J16243416-2606367
16.456591952362665,-28.92465647275,2MASS J16272373-2855286
16.484574000000002,-26.01083,2MASS J16290446-2600389
16.543796897655334,-45.6985162828,2MASS J16323765-4541547
16.60502804675667,-18.4759040241,2MASS J16361809-1828333
16.66527528362133,-23.46689652456,2MASS J16395498-2328007
16.766031100923332,-43.35125027449,2MASS J16455772-4321044
16.86686041674667,-21.38202962725,2MASS J16520069-2122553
16.90670936226333,-25.00558851634,1RXS J165424.2-250018
